序号,品名,别名,英文名,CAS号,危险性类别,备注,来源页面
432,"2,2-二甲基丁烷",新己烷,"2,2-dimethylbutane;neohexane",75-83-2,"易燃液体,类别2 皮肤腐蚀/刺激,类别2 特异性靶器官毒性-一次接触,类别 3 （麻醉效应） 吸入危害,类别1 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,59
433,"2,3-二甲基丁烷",二异丙基,"2,3-dimethylbutane;diisopropyl",79-29-8,"易燃液体,类别2 皮肤腐蚀/刺激,类别2 特异性靶器官毒性-一次接触,类别 3 （麻醉效应） 吸入危害,类别1 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,59
35,氨溶液[含氨＞10%],氨水,ammonia solution(more than 10%),1336-21-6,"皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激） 危害水生环境-急性危害,类别1",,5
36,N-氨基乙基哌嗪,1-哌嗪乙胺；N-(2-氨基乙基) 哌嗪；2-(1-哌嗪基)乙胺,N-aminoethylpiperazine;1-piperazineeth ylamine;N-(2-aminoethyl)piperazine;2-p iperazin-1-ylethylamine,140-31-8,"皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1 皮肤致敏物,类别1 危害水生环境-长期危害,类别3",,5
37,八氟-2-丁烯,全氟-2-丁烯,octafluorobut-2-ene;perfluorobutene-2,360-89-4,加压气体,,5
38,八氟丙烷,全氟丙烷,octafluoropropane;perfluoropropane,76-19-7,加压气体,,5
39,八氟环丁烷,RC318,octafluorocyclobutane;freon C318,115-25-3,加压气体,,5
40,八氟异丁烯,"全氟异丁烯；1,1,3,3,3-五氟 -2-(三氟甲基)-1-丙烯","octafluoroisobutylene;perfluoroisobuty lene;1,1,3,3,3-pentafluoro-2-(trifluor omethyl)-1-propene",382-21-8,"加压气体 急性毒性-吸入,类别1 特异性靶器官毒性-一次接触,类别1 特异性靶器官毒性-反复接触,类别1",剧毒,5
41,八甲基焦磷酰胺,八甲磷,schradan;octamethylpyrophosphoramide;o ctamethyl,152-16-9,"急性毒性-经口,类别2* 急性毒性-经皮,类别1 危害水生环境-长期危害,类别3",剧毒,5
42,"1,3,4,5,6,7,8,8- 八 氯 -1,3,3a,4,7,7a- 六 氢 -4,7-甲撑异苯并呋喃[含 量＞1%]",八氯六氢亚甲基苯并呋喃；碳 氯灵,"1,3,4,5,6,7,8,8-octachloro-1,3,3a,4,7, 7a-hexahydro-4,7-methanoisobenzofuran( more than 1%);isobenzan;telodrin",297-78-9,"急性毒性-经口,类别2* 急性毒性-经皮,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",剧毒,5
43,"1,2,4,5,6,7,8,8- 八 氯 -2,3,3a,4,7,7a- 六 氢 -4,7-亚甲基茚",氯丹,"chlordane;1,2,4,5,6,7,8,8-octachloro-3 a,4,7,7a-tetrahydro-4,7-methanoindan;M -410",57-74-9,"急性毒性-经皮,类别3 致癌性,类别2 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,5
434,"O,O-二甲基-对硝基苯基 磷酸酯",甲基对氧磷,"O,O-dimetyl-O-p-nitrphenylphosphate;me thyl paraoxon",950-35-6,"急性毒性-经口,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",剧毒,60
435,二甲基二噁烷,,dimethyldioxanes,25136-55-4,"易燃液体,类别3*",,60
436,二甲基二氯硅烷,二氯二甲基硅烷,dimethyldichlorosilane;dichlorodimethy lsilane,75-78-5,"易燃液体,类别2 皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激）",,60
437,二甲基二乙氧基硅烷,二乙氧基二甲基硅烷,dimethyldiethoxysilane;diethoxydimethy lsilane,78-62-6,"易燃液体,类别2 危害水生环境-急性危害,类别2",,60
438,"2,5-二甲基呋喃","2,5-二甲基氧杂茂","2,5-dimethylfuran",625-86-5,"易燃液体,类别2 危害水生环境-长期危害,类别3",,60
439,"2,2-二甲基庚烷",,"2,2-dimethyl heptane",1071-26-7,"易燃液体,类别3 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,60
440,"2,3-二甲基庚烷",,"2,3-dimethyl heptane",3074-71-3,"易燃液体,类别3 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,60
441,"2,4-二甲基庚烷",,"2,4-dimethyl heptane",2213-23-2,"易燃液体,类别3 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,60
442,"2,5-二甲基庚烷",,"2,5-dimethyl heptane",2216-30-0,"易燃液体,类别3 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,60
443,"3,3-二甲基庚烷",,"3,3-dimethyl heptane",4032-86-4,"易燃液体,类别3 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,60
444,"3,4-二甲基庚烷",,"3,4-dimethyl heptane",922-28-1,"易燃液体,类别3 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,60
445,"3,5-二甲基庚烷",,"3,5-dimethyl heptane",926-82-9,"易燃液体,类别3 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,61
446,"4,4-二甲基庚烷",,"4,4-dimethyl heptane",1068-19-5,"易燃液体,类别3 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,61
447,"N,N-二甲基环己胺",二甲氨基环己烷,"N,N-dimethylcyclohexylamine;dimethyl aminocy clohexane",98-94-2,"易燃液体,类别3 急性毒性-经皮,类别3 急性毒性-吸入,类别2 皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1 特异性靶器官毒性-一次接触,类别1 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激） 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,61
448,"1,1-二甲基环己烷",,"1,1-dimethylcyclohexane",590-66-9,"易燃液体,类别2 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,61
449,"1,2-二甲基环己烷",,"1,2-dimethylcyclohexane",583-57-3,"易燃液体,类别2 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,61
450,"1,3-二甲基环己烷",,"1,3-dimethylcyclohexane",591-21-9,"易燃液体,类别2 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,61
451,"1,4-二甲基环己烷",,"1,4-dimethylcyclohexane",589-90-2,"易燃液体,类别2 皮肤腐蚀/刺激,类别2 特异性靶器官毒性-一次接触,类别 3 （麻醉效应） 吸入危害,类别1 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,61
452,"1,1-二甲基环戊烷",,"1,1-dimethyl cyclopentane",1638-26-2,"易燃液体,类别2",,61
453,"1,2-二甲基环戊烷",,"1,2-dimethyl cyclopentane",2452-99-5,"易燃液体,类别2",,62
454,"1,3-二甲基环戊烷",,"1,3-dimethyl cyclopentane",2453-00-1,"易燃液体,类别2",,62
455,"2,2-二甲基己烷",,"2,2-dimethylhexane",590-73-8,"易燃液体,类别2 皮肤腐蚀/刺激,类别2 特异性靶器官毒性-一次接触,类别 3 （麻醉效应） 吸入危害,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,62
456,"2,3-二甲基己烷",,"2,3-dimethylhexane",584-94-1,"易燃液体,类别2 皮肤腐蚀/刺激,类别2 特异性靶器官毒性-一次接触,类别 3 （麻醉效应） 吸入危害,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,62
457,"2,4-二甲基己烷",,"2,4-dimethylhexane",589-43-5,"易燃液体,类别2 皮肤腐蚀/刺激,类别2 特异性靶器官毒性-一次接触,类别 3 （麻醉效应） 吸入危害,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,62
458,"3,3-二甲基己烷",,"3,3-dimethylhexane",563-16-6,"易燃液体,类别2 皮肤腐蚀/刺激,类别2 特异性靶器官毒性-一次接触,类别 3 （麻醉效应） 吸入危害,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,62
459,"3,4-二甲基己烷",,"3,4-dimethylhexane",583-48-2,"易燃液体,类别2 皮肤腐蚀/刺激,类别2 特异性靶器官毒性-一次接触,类别 3 （麻醉效应） 吸入危害,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,63
460,"N,N-二甲基甲酰胺",甲酰二甲胺,"N,N-dimethylformamide;dimethyl formamide;formyldimethylamine",68-12-2,"易燃液体,类别3 严重眼损伤/眼刺激,类别2 生殖毒性,类别1B",,63
461,"1,1-二甲基肼","二甲基肼[不对称]；N,N-二甲 基肼","1,1-dimethylhydrazine;dimethylhydrazin e,unsymmetrical;N,N-dimethylhydrazine",57-14-7,"易燃液体,类别2 急性毒性-经口,类别3 急性毒性-经皮,类别3 急性毒性-吸入,类别2 皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1 致癌性,类别2 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",剧毒,63
462,"1,2-二甲基肼",二甲基肼[对称],"1,2-dimethylhydrazine;dimethylhydrazin e,symmetrical;hydrazomethane",540-73-8,"易燃液体,类别3 急性毒性-经口,类别3 急性毒性-经皮,类别3 急性毒性-吸入,类别2 致癌性,类别1B 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",剧毒,63
463,"O,O'-二甲基硫代磷酰氯",二甲基硫代磷酰氯,"O,O'-dimethyl thiophosphoryl chloride;dimethyl thiophosphoryl chloride",2524-03-0,"急性毒性-经皮,类别3 急性毒性-吸入,类别1 皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别1 特异性靶器官毒性-一次接触,类别2 特异性靶器官毒性-反复接触,类别2 危害水生环境-长期危害,类别3",剧毒,63
464,二甲基氯乙缩醛,,"dimethyl chloroacetal;2-chloro-1,1-dimethoxyeth ane",97-97-2,"易燃液体,类别3",,64
465,"2,6-二甲基吗啉",,"2,6-dimethyl morpholine",141-91-3,"易燃液体,类别3 急性毒性-经皮,类别3",,64
466,二甲基镁,,dimethyl magnesium,2999-74-8,"自燃固体,类别1 遇水放出易燃气体的物质和混合物, 类别1",,64
467,"1,4-二甲基哌嗪",,"1,4-dimethylpiperazine",106-58-1,"易燃液体,类别2",,64
468,二甲基胂酸钠,卡可酸钠,"cacodylic acid,sodium salt ;sodium cacodylate",124-65-2,"危害水生环境-长期危害,类别3",,64
469,"2,3-二甲基戊醛",,"2,3-dimethyl pentaldehyde",32749-94-3,"易燃液体,类别3",,64
470,"2,2-二甲基戊烷",,"2,2-dimethylpentane",590-35-2,"易燃液体,类别2 皮肤腐蚀/刺激,类别2 特异性靶器官毒性-一次接触,类别 3 （麻醉效应） 吸入危害,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,64
471,"2,3-二甲基戊烷",,"2,3-dimethyl-pentane",565-59-3,"易燃液体,类别2 皮肤腐蚀/刺激,类别2 特异性靶器官毒性-一次接触,类别 3 （麻醉效应） 吸入危害,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,64
472,"2,4-二甲基戊烷",二异丙基甲烷,"2,4-dimethylpentane;diisopropyl methane",108-08-7,"易燃液体,类别2 皮肤腐蚀/刺激,类别2 特异性靶器官毒性-一次接触,类别 3 （麻醉效应） 吸入危害,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,64
473,"3,3-二甲基戊烷","2,2-二乙基丙烷","3,3-dimethylpentane;2,2 - diethyl-propane",562-49-2,"易燃液体,类别2 皮肤腐蚀/刺激,类别2 特异性靶器官毒性-一次接触,类别 3 （麻醉效应） 吸入危害,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,65
474,"N,N-二甲基硒脲",二甲基硒脲[不对称],"N,N-dimethyl selenium urea;asym-dimethyl selenium urea",5117-16-8,"急性毒性-经口,类别3* 急性毒性-吸入,类别3* 特异性靶器官毒性-反复接触,类别2 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,65
475,二甲基锌,,dimethyl zinc,544-97-8,"自燃液体,类别1 遇水放出易燃气体的物质和混合物, 类别1 皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,65
476,"N,N-二甲基乙醇胺","N,N-二甲基-2-羟基乙胺；2- 二甲氨基乙醇","2-dimethylaminoethanol;N,N-dimethyleth anolamine;2-dimethylaminoethenol",108-01-0,"易燃液体,类别3 皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激）",,65
477,二甲基乙二酮,双乙酰；丁二酮,dimethyldiketone;diacetyl;butanedione,431-03-8,"易燃液体,类别2 皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别1",,65
478,"N,N-二甲基异丙醇胺",1-(二甲胺基)-2-丙醇,"N,N-dimethyl-iso-propanolamine;1-dimet hylaminopropan-2-ol;1-(dimethylamino)- 2-propanol;dimepranol(INN)",108-16-7,"易燃液体,类别3 皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1",,65
479,二甲醚,甲醚,dimethyl ether,115-10-6,"易燃气体,类别1 加压气体",,66
480,二甲胂酸,二甲次胂酸；二甲基胂酸；卡 可地酸；卡可酸,"dimethylarsinic acid;arsinic acid, dimethyl-;cacodylic acid",75-60-5,"急性毒性-经口,类别3* 急性毒性-吸入,类别3* 致癌性,类别1A 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,66
481,马钱子碱,,strychnine,57-24-9,"急性毒性-经口,类别2* 急性毒性-经皮,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",剧毒,66
482,"2,6-二甲氧基苯甲酰氯",,"2,6-dimethoxy benzoyl chloride",1989-53-3,"皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1",,66
483,"2,2-二甲氧基丙烷",,"2,2-dimethoxypropane",77-76-9,"易燃液体,类别2",,66
484,二甲氧基甲烷,二甲醇缩甲醛；甲缩醛；甲撑 二甲醚,dimethoxy-methane;dimethoxymethane;met hylal;dimethoxymethane,109-87-5,"易燃液体,类别2 皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2A 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激、麻醉效应）",,66
485,"3,3'-二甲氧基联苯胺","邻联二茴香胺；3,3'-二甲氧 基-4,4'-二氨基联苯","3,3'-dimethoxybenzidine;o-dianisidine; 3,3'- dimethoxy4,4'-diamino diphenyl",119-90-4,"致癌性,类别2",,66
486,二甲氧基马钱子碱,番木鳖碱,"2,3-dimethoxystrychnine;brucine;brucin e alkaloid",357-57-3,"急性毒性-经口,类别2* 急性毒性-吸入,类别2* 危害水生环境-长期危害,类别3",剧毒,66
487,"1,1-二甲氧基乙烷",二甲醇缩乙醛；乙醛缩二甲醇,"1,1-dimethoxyethane;dimethyl acetal;dimethyl acetal;acetaldehyde",534-15-6,"易燃液体,类别2",,66
488,"1,2-二甲氧基乙烷",二甲基溶纤剂；乙二醇二甲醚,"1,2-dimethoxyethane;dimethyl cellosolve;ethylene glycol dimethyl ether;EGDME",110-71-4,"易燃液体,类别2 生殖毒性,类别1B",,66
489,二聚丙烯醛[稳定的],,"acrolein dimer,stabilized",100-73-2,"易燃液体,类别3 皮肤腐蚀/刺激,类别2",,67
490,二聚环戊二烯,"双茂；双环戊二烯；4,7-亚甲 基-3a,4,7,7a-四氢茚","dicyclopentadiene;dimer;cyclopentadien e;3a,4,7,7a-tetrahydro-4,7-methanoinde ne;",77-73-6,"易燃液体,类别2 皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激） 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,67
491,"二硫代-4,4'-二氨基代二 苯","4,4'-二氨基二苯基二硫醚二 硫代对氨基苯","4,4’-diaminodiphenyl disulfide;diphemyl-4,4’-diaminodisulf ide;dithio-p-diaminodibenzene",722-27-0,"皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激）",,67
492,二硫化二甲基,二甲二硫；二甲基二硫；甲基 化二硫,dimethyl disulfide,624-92-0,"易燃液体,类别2 急性毒性-经口,类别3 急性毒性-吸入,类别3 皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2B 生殖毒性,类别2 特异性靶器官毒性-反复接触,类别1 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,67
493,二硫化钛,,titanium disulphide,12039-13-3,"自热物质和混合物,类别2",,67
494,二硫化碳,,carbon disulphide,75-15-0,"易燃液体,类别2 急性毒性-经口,类别3 严重眼损伤/眼刺激,类别2 皮肤腐蚀/刺激,类别2 生殖毒性,类别2 特异性靶器官毒性-反复接触,类别1 危害水生环境-急性危害,类别2",,67
495,二硫化硒,,selenium disulphide,7488-56-4,"急性毒性-经口,类别3* 急性毒性-吸入,类别3* 特异性靶器官毒性-反复接触,类别2 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,68
496,"2,3-二氯-1,4-萘醌",二氯萘醌,"2,3-dichloro-1,4-naphthoquinone;dichlo ne;phygon emulsion",117-80-6,"皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,68
497,"1,1-二氯-1-硝基乙烷",,"1,1-dichloro-1-nitroethane",594-72-9,"急性毒性-经口,类别3* 急性毒性-经皮,类别3* 急性毒性-吸入,类别3*",,68
498,"1,3-二氯-2-丙醇","1,3-二氯异丙醇；1,3-二氯代 甘油","1,3-dichloro-2-propanol;1,3-dichlorois opropylalcohol;1,3-dichloroglycerol",96-23-1,"急性毒性-经口,类别3*",,68
499,"1,3-二氯-2-丁烯",,"1,3-dichloro-2-butene",926-57-8,"易燃液体,类别3 急性毒性-经口,类别3 急性毒性-吸入,类别3 皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,68
500,"1,4-二氯-2-丁烯",,"1,4-dichlorobut-2-ene",764-41-0,"易燃液体,类别3 急性毒性-经口,类别3* 急性毒性-经皮,类别3* 急性毒性-吸入,类别2* 皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激） 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,68
501,"1,2-二氯苯",邻二氯苯,"1,2-dichlorobenzene;o-dichlorobenzene",95-50-1,"急性毒性-吸入,类别3 皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激） 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,69
502,"1,3-二氯苯",间二氯苯,"1,3-dichlorbenzene;m-dichlorobenzene",541-73-1,"危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,69
503,"2,3-二氯苯胺",,"2,3-dichloroaniline",608-27-5,"急性毒性-经口,类别3 急性毒性-经皮,类别3 急性毒性-吸入,类别3 皮肤腐蚀/刺激,类别2 特异性靶器官毒性-反复接触,类别2 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,69
504,"2,4-二氯苯胺",,"2,4-dichloroaniline",554-00-7,"特异性靶器官毒性-反复接触,类别1 特异性靶器官毒性-一次接触,类别1 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,69
505,"2,5-二氯苯胺",,"2,5-dichloroaniline",95-82-9,"严重眼损伤/眼刺激,类别1 皮肤致敏物,类别1 特异性靶器官毒性-一次接触,类别2 特异性靶器官毒性-反复接触,类别2 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,69
506,"2,6-二氯苯胺",,"2,6-dichloroaniline",608-31-1,"急性毒性-经口,类别3 急性毒性-经皮,类别3 急性毒性-吸入,类别3 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,69
44,八氯莰烯,毒杀芬,toxaphene;camphechlor,8001-35-2,"急性毒性-经口,类别3* 皮肤腐蚀/刺激,类别2 致癌性,类别2 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激） 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,6
45,八溴联苯,,octabromobiphenyl,27858-07-7,"皮肤腐蚀/刺激,类别2 致癌性,类别1B 生殖毒性,类别2",,6
46,白磷,黄磷,phosphorus white;phosphorus yellow,12185-10-3,"自燃固体,类别1 急性毒性-经口,类别2* 急性毒性-吸入,类别2* 皮肤腐蚀/刺激,类别1A 严重眼损伤/眼刺激,类别1 危害水生环境-急性危害,类别1",,6
47,钡,金属钡,barium,7440-39-3,"遇水放出易燃气体的物质和混合物, 类别2 皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2 危害水生环境-长期危害,类别3",,6
48,钡合金,,barium alloy,,"（1）非自燃的： 遇水放出易燃气体的物质和混合物, 类别2 （2）自燃的： 自燃固体,类别1 遇水放出易燃气体的物质和混合物, 类别2",,6
